Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1438772,"1438772.3","Klebsiella pneumoniae CHS 66","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.14378","Klebsiella pneumoniae KPN760ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13503","Klebsiella pneumoniae KPN1577ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.66186","Klebsiella pneumoniae ERR2118029","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.13561","Klebsiella pneumoniae KPN1652ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13798","Klebsiella pneumoniae KPN1950ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46833","Klebsiella pneumoniae KP-11PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.14374","Klebsiella pneumoniae KPN755ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
72407,"72407.693","Klebsiella pneumoniae subsp. pneumoniae strain AUSMDU00008079","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"33180013"
573,"573.13721","Klebsiella pneumoniae KPN1859ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15603","Klebsiella pneumoniae strain KSB1_5D","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"28369261"
573,"573.13067","Klebsiella pneumoniae KPN1045ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46873","Klebsiella pneumoniae KP-8PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.15626","Klebsiella pneumoniae strain KSB1_1H","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"28369261"
573,"573.12867","Klebsiella pneumoniae 3345","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
573,"573.24334","Klebsiella pneumoniae strain MUGSI_116","meropenem","Resistant","4",">=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13865","Klebsiella pneumoniae KPN2039ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29909","Klebsiella pneumoniae strain Kpngiani7132597","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.14485","Klebsiella pneumoniae KPN909ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24335","Klebsiella pneumoniae strain MUGSI_117","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13062","Klebsiella pneumoniae KPN1040ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1438709,"1438709.3","Klebsiella pneumoniae CHS 03","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.13419","Klebsiella pneumoniae KPN1481ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29989","Klebsiella pneumoniae strain Kpngiani7132516","meropenem","Resistant","16",,"16","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.18680","Klebsiella pneumoniae strain AR_362","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.46848","Klebsiella pneumoniae KP-20PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13399","Klebsiella pneumoniae KPN145ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
72407,"72407.579","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864797","meropenem","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
573,"573.67258","Klebsiella pneumoniae ERR7221249","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.13937","Klebsiella pneumoniae KPN2125ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13402","Klebsiella pneumoniae KPN1464ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.7028","Klebsiella pneumoniae strain AR_0004","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13215","Klebsiella pneumoniae KPN1230ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24348","Klebsiella pneumoniae strain MUGSI_131","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.5763","Klebsiella pneumoniae strain 19_GR_14","meropenem","Resistant",">=8",">=","8","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
573,"573.14301","Klebsiella pneumoniae KPN658ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.5779","Klebsiella pneumoniae strain 11_BR_13","meropenem","Resistant",">32",">","32","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
573,"573.67322","Klebsiella pneumoniae ERR7221332","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.46835","Klebsiella pneumoniae KP-134LU","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.67249","Klebsiella pneumoniae ERR7221227","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.46871","Klebsiella pneumoniae KP-83LU","meropenem","Resistant","=32","=","32","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.29934","Klebsiella pneumoniae strain Kpngiani7132623","meropenem","Resistant","64",,"64","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
1438732,"1438732.3","Klebsiella pneumoniae CHS 26","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.67237","Klebsiella pneumoniae ERR7221221","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.24361","Klebsiella pneumoniae strain MUGSI_158","meropenem","Resistant","4",">=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13427","Klebsiella pneumoniae KPN1489ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46848","Klebsiella pneumoniae KP-20PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13392","Klebsiella pneumoniae KPN1450ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46834","Klebsiella pneumoniae KP-122LU","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.24398","Klebsiella pneumoniae strain MUGSI_316","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13617","Klebsiella pneumoniae KPN1714ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1438742,"1438742.3","Klebsiella pneumoniae CHS 36","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.24414","Klebsiella pneumoniae strain MUGSI_46","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13491","Klebsiella pneumoniae KPN1562ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46863","Klebsiella pneumoniae KP-39LI","meropenem","Resistant","=32","=","32","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
1328399,"1328399.3","Klebsiella pneumoniae BIDMC 2A","meropenem","Resistant","32",,"32",,"Broth dilution",,,,,,,,,"Laboratory Method",,"28096418"
573,"573.13916","Klebsiella pneumoniae KPN2093ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13073","Klebsiella pneumoniae KPN1055ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14417","Klebsiella pneumoniae KPN817ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.66126","Klebsiella pneumoniae ERR1829922","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.20065","Klebsiella pneumoniae strain AR_0046","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.29948","Klebsiella pneumoniae strain Kpngiani7132481","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.24352","Klebsiella pneumoniae strain MUGSI_140","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.30009","Klebsiella pneumoniae strain Kpngiani7132549","meropenem","Resistant","32",,"32","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.13162","Klebsiella pneumoniae KPN1167ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13933","Klebsiella pneumoniae KPN2116ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13007","Klebsiella pneumoniae 3381","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
573,"573.14250","Klebsiella pneumoniae KPN576ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.25569","Klebsiella pneumoniae strain 6_GR_12","meropenem","Resistant",">=8",">=","8","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
573,"573.67293","Klebsiella pneumoniae ERR7221296","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.29920","Klebsiella pneumoniae strain Kpngiani7132634","meropenem","Resistant","32",,"32","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.13346","Klebsiella pneumoniae KPN1401ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14360","Klebsiella pneumoniae KPN737ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.67251","Klebsiella pneumoniae ERR7221241","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.13836","Klebsiella pneumoniae KPN2006ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1438726,"1438726.3","Klebsiella pneumoniae CHS 20","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.67248","Klebsiella pneumoniae ERR7221230","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.26081","Klebsiella pneumoniae strain 5012STDY7312716","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"31038449"
1438731,"1438731.3","Klebsiella pneumoniae CHS 25","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.46869","Klebsiella pneumoniae KP-7PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13593","Klebsiella pneumoniae KPN1690ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1438780,"1438780.3","Klebsiella pneumoniae CHS 76","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
72407,"72407.549","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864874","meropenem","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
573,"573.24422","Klebsiella pneumoniae strain MUGSI_58","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.5624","Klebsiella pneumoniae strain 23_GR_12","meropenem","Resistant",">32",">","32","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
573,"573.46838","Klebsiella pneumoniae KP-13LU","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.46837","Klebsiella pneumoniae KP-135LU","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13109","Klebsiella pneumoniae KPN1105ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1438711,"1438711.3","Klebsiella pneumoniae CHS 05","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
1438775,"1438775.3","Klebsiella pneumoniae CHS 71","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
1438778,"1438778.3","Klebsiella pneumoniae CHS 74","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.13477","Klebsiella pneumoniae KPN1548ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29924","Klebsiella pneumoniae strain Kpngiani7132614","meropenem","Resistant","64",,"64","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.24448","Klebsiella pneumoniae strain MUGSI_89","meropenem","Resistant","4",">=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.9722","Klebsiella pneumoniae strain AR_0068","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.14084","Klebsiella pneumoniae KPN360ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13273","Klebsiella pneumoniae KPN1309ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13771","Klebsiella pneumoniae KPN1917ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.67186","Klebsiella pneumoniae ERR7221153","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
574,"574.27","Klebsiella pneumoniae subsp. ozaenae strain FDA-CDC-AR_0051","meropenem","Resistant","4","=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.24382","Klebsiella pneumoniae strain MUGSI_23","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13211","Klebsiella pneumoniae KPN1221ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13039","Klebsiella pneumoniae KPN1012ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13400","Klebsiella pneumoniae KPN1460ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29870","Klebsiella pneumoniae strain Kpngiani7132564","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.30014","Klebsiella pneumoniae strain Kpngiani7132530","meropenem","Resistant","32",,"32","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.24391","Klebsiella pneumoniae strain MUGSI_309","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.67257","Klebsiella pneumoniae ERR7221247","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.46862","Klebsiella pneumoniae KP-38LI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.24313","Klebsiella pneumoniae strain 7","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13640","Klebsiella pneumoniae KPN1741ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.66171","Klebsiella pneumoniae ERR2130428","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.14234","Klebsiella pneumoniae KPN557ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29915","Klebsiella pneumoniae strain Kpngiani7132593","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.29984","Klebsiella pneumoniae strain Kpngiani7132524","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.24449","Klebsiella pneumoniae strain MUGSI_91","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.29921","Klebsiella pneumoniae strain Kpngiani7132633","meropenem","Resistant","16",,"16","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
